Time,x_d,y_d,theta_d,delta_d,v_d,delta_d_dot
52.3436197,-4.9973185,-3.0456717,1.6163351,-0.6496019,0.7532878,-0.1657878
52.3936614,-4.99876,-3.0081107,1.6019354,-0.6578913,0.7490433,-0.1612845
52.4437031,-4.9996524,-2.9707416,1.5873717,-0.6659555,0.7449354,-0.1564973
52.4937448,-4.9999957,-2.9335656,1.5726479,-0.6737804,0.7409666,-0.151435
52.5437865,-4.9997898,-2.8965836,1.5577682,-0.6813521,0.7371399,-0.146107
52.5938282,-4.9990346,-2.8597967,1.5427372,-0.6886575,0.7334579,-0.140524
52.6438699,-4.9977303,-2.8232059,1.5275599,-0.6956837,0.7299229,-0.1346973
52.6939116,-4.9958771,-2.7868121,1.5122416,-0.7024185,0.7265376,-0.1286389
52.7439533,-4.9934751,-2.7506165,1.496788,-0.7088505,0.723304,-0.1223615
52.793995,-4.9905245,-2.7146199,1.481205,-0.7149685,0.7202245,-0.1158783
52.8440367,-4.9870259,-2.6788234,1.465499,-0.7207625,0.717301,-0.1092031
52.8940784,-4.9829794,-2.6432279,1.4496765,-0.7262226,0.7145354,-0.1023499
52.9441201,-4.9783855,-2.6078345,1.4337446,-0.7313401,0.7119295,-0.0953332
52.9941618,-4.9732448,-2.572644,1.4177104,-0.7361068,0.7094849,-0.0881676
53.0442035,-4.9675578,-2.5376576,1.4015815,-0.7405151,0.7072028,-0.080868
53.0942452,-4.9613252,-2.502876,1.3853657,-0.7445585,0.7050847,-0.0734494
53.1442869,-4.9545476,-2.4683003,1.3690709,-0.748231,0.7031316,-0.0659267
53.1943286,-4.9472258,-2.4339315,1.3527055,-0.7515273,0.7013444,-0.0583151
53.2443703,-4.9393605,-2.3997704,1.3362777,-0.7544431,0.6997237,-0.0506297
53.294412,-4.9309527,-2.3658181,1.3197964,-0.7569746,0.6982703,-0.0428854
53.3444537,-4.9220032,-2.3320754,1.30327,-0.7591189,0.6969843,-0.0350973
53.3944954,-4.9125131,-2.2985432,1.2867077,-0.7608737,0.6958659,-0.0272801
53.4445371,-4.9024834,-2.2652226,1.2701182,-0.7622377,0.6949151,-0.0194488
53.4945788,-4.8919152,-2.2321143,1.2535105,-0.7632102,0.6941318,-0.0116178
53.5446205,-4.8808096,-2.1992194,1.2368938,-0.7637911,0.6935153,-0.0038018
53.5946622,-4.8691679,-2.1665387,1.2202771,-0.7639811,0.6930652,0.0039848
53.6447039,-4.8569913,-2.1340731,1.2036693,-0.7637819,0.6927806,0.011728
53.6947456,-4.8442813,-2.1018235,1.1870794,-0.7631955,0.6926605,0.0194134
53.7447873,-4.8310391,-2.0697908,1.1705163,-0.7622248,0.6927038,0.0270274
53.794829,-4.8172662,-2.0379759,1.1539887,-0.7608735,0.692909,0.0345561
53.8448707,-4.8029642,-2.0063796,1.1375052,-0.7591457,0.6932746,0.041986
53.8949124,-4.7881346,-1.9750029,1.1210742,-0.7570464,0.6937989,0.0493038
53.9449541,-4.7727791,-1.9438465,1.1047039,-0.7545812,0.69448,0.0564963
53.9949958,-4.7568993,-1.9129114,1.0884024,-0.7517563,0.6953158,0.0635508
54.0450375,-4.740497,-1.8821983,1.0721774,-0.7485788,0.6963041,0.0704546
54.0950792,-4.723574,-1.8517082,1.0560365,-0.7450561,0.6974425,0.0771956
54.1451209,-4.7061321,-1.8214418,1.0399868,-0.7411963,0.6987285,0.0837617
54.1951626,-4.6881733,-1.7914,1.0240353,-0.7370082,0.7001595,0.0901415
54.2452043,-4.6696995,-1.7615836,1.0081886,-0.7325011,0.7017327,0.0963239
54.295246,-4.6507128,-1.7319935,0.992453,-0.7276849,0.7034452,0.1022983
54.3452877,-4.6312152,-1.7026304,0.9768344,-0.72257,0.7052939,0.1080547
54.3953294,-4.6112089,-1.6734952,0.9613386,-0.7171673,0.7072758,0.1135835
54.4453711,-4.5906961,-1.6445887,0.9459708,-0.7114881,0.7093876,0.1188759
54.4954128,-4.569679,-1.6159115,0.9307358,-0.7055443,0.711626,0.1239237
54.5454545,-4.54816,-1.5874647,0.9156384,-0.6993481,0.7139877,0.1287195
54.5954962,-4.5261414,-1.5592488,0.9006827,-0.6929122,0.7164691,0.1332566
54.6455379,-4.5036256,-1.5312648,0.8858726,-0.6862493,0.7190668,0.1375293
54.6955796,-4.4806151,-1.5035132,0.8712117,-0.6793729,0.7217772,0.1415325
54.7456214,-4.4571124,-1.4759951,0.8567031,-0.6722962,0.7245967,0.1452623
54.7956631,-4.4331202,-1.448711,0.8423497,-0.6650331,0.7275215,0.1487155
54.8457048,-4.408641,-1.4216617,0.8281539,-0.6575974,0.7305481,0.1518899
54.8957465,-4.3836775,-1.394848,0.8141181,-0.6500029,0.7336726,0.1547845
54.9457882,-4.3582326,-1.3682706,0.800244,-0.6422636,0.7368914,0.1573991
54.9958299,-4.3323088,-1.3419303,0.7865333,-0.6343937,0.7402007,0.1597343
55.0458716,-4.3059093,-1.3158277,0.7729873,-0.626407,0.7435968,0.161792
55.0959133,-4.2790367,-1.2899636,0.7596069,-0.6183174,0.7470758,0.163575
55.145955,-4.2516941,-1.2643386,0.7463929,-0.6101386,0.750634,0.1650867
55.1959967,-4.2238845,-1.2389536,0.7333457,-0.6018843,0.7542677,0.1663319
55.2460384,-4.1956109,-1.2138092,0.7204657,-0.5935677,0.7579732,0.1673158
55.2960801,-4.1668764,-1.188906,0.7077528,-0.5852019,0.7617467,0.1680447
55.3461218,-4.1376843,-1.1642448,0.6952068,-0.5767997,0.7655845,0.1685254
55.3961635,-4.1080376,-1.1398263,0.6828273,-0.5683734,0.7694831,0.1687655
55.4462052,-4.0779397,-1.115651,0.6706135,-0.5599351,0.7734387,0.1687734
55.4962469,-4.0473939,-1.0917197,0.6585649,-0.5514964,0.7774478,0.1685576
55.5462886,-4.0164034,-1.0680331,0.6466803,-0.5430686,0.7815068,0.1681276
55.5963303,-3.9849718,-1.0445918,0.6349586,-0.5346622,0.7856122,0.1674928
55.646372,-3.9531025,-1.0213963,0.6233986,-0.5262875,0.7897605,0.1666633
55.6964137,-3.920799,-0.9984475,0.6119988,-0.5179544,0.7939484,0.1656493
55.7464554,-3.8880647,-0.9757458,0.6007576,-0.5096719,0.7981723,0.1644612
55.7964971,-3.8549034,-0.9532919,0.5896735,-0.5014489,0.8024291,0.1631095
55.8465388,-3.8213187,-0.9310865,0.5787447,-0.4932934,0.8067154,0.1616048
55.8965805,-3.7873141,-0.9091302,0.5679693,-0.4852131,0.8110279,0.1599576
55.9466222,-3.7528936,-0.8874234,0.5573453,-0.4772153,0.8153635,0.1581784
55.9966639,-3.7180609,-0.8659669,0.5468707,-0.4693063,0.8197191,0.1562776
56.0467056,-3.6828197,-0.8447613,0.5365435,-0.4614925,0.8240916,0.1542653
56.0967473,-3.647174,-0.8238071,0.5263615,-0.4537792,0.828478,0.1521515
56.146789,-3.6111277,-0.8031048,0.5163225,-0.4461716,0.8328753,0.1499459
56.1968307,-3.5746847,-0.7826551,0.5064242,-0.4386743,0.8372806,0.1476578
56.2468724,-3.5378491,-0.7624585,0.4966643,-0.4312914,0.841691,0.1452964
56.2969141,-3.5006248,-0.7425156,0.4870406,-0.4240266,0.8461038,0.1428703
56.3469558,-3.4630161,-0.722827,0.4775506,-0.4168831,0.8505162,0.1403878
56.3969975,-3.4250269,-0.7033931,0.468192,-0.4098637,0.8549255,0.1378571
56.4470392,-3.3866615,-0.6842144,0.4589623,-0.4029708,0.859329,0.1352855
56.4970809,-3.3479241,-0.6652917,0.4498593,-0.3962066,0.8637243,0.1326803
56.5471226,-3.308819,-0.6466252,0.4408804,-0.3895726,0.8681088,0.1300482
56.5971643,-3.2693504,-0.6282156,0.4320233,-0.3830701,0.8724799,0.1273955
56.647206,-3.2295226,-0.6100634,0.4232855,-0.3767004,0.8768354,0.1247282
56.6972477,-3.1893402,-0.592169,0.4146646,-0.370464,0.8811727,0.1220519
56.7472894,-3.1488074,-0.574533,0.4061582,-0.3643614,0.8854897,0.1193715
56.7973311,-3.1079287,-0.5571558,0.3977638,-0.3583928,0.889784,0.116692
56.8473728,-3.0667087,-0.5400379,0.3894792,-0.3525582,0.8940535,0.1140176
56.8974145,-3.0251517,-0.5231798,0.3813019,-0.3468573,0.898296,0.1113523
56.9474562,-2.9832625,-0.506582,0.3732295,-0.3412897,0.9025093,0.1086999
56.9974979,-2.9410456,-0.4902448,0.3652597,-0.3358547,0.9066914,0.1060637
57.0475396,-2.8985057,-0.4741688,0.3573901,-0.3305515,0.9108404,0.1034466
57.0975813,-2.8556473,-0.4583544,0.3496185,-0.3253792,0.9149541,0.1008514
57.147623,-2.8124753,-0.4428021,0.3419426,-0.3203366,0.9190308,0.0982805
57.1976647,-2.7689943,-0.4275121,0.33436,-0.3154226,0.9230686,0.095736
57.2477064,-2.7252092,-0.4124851,0.3268686,-0.3106358,0.9270656,0.0932197
57.2977481,-2.6811247,-0.3977213,0.3194662,-0.3059748,0.93102,0.0907334
57.3477898,-2.6367458,-0.3832212,0.3121504,-0.3014381,0.9349302,0.0882785
57.3978315,-2.5920772,-0.3689852,0.3049192,-0.2970242,0.9387943,0.085856
57.4478732,-2.5471238,-0.3550137,0.2977705,-0.2927314,0.9426109,0.0834671
57.4979149,-2.5018907,-0.3413071,0.290702,-0.288558,0.9463782,0.0811126
57.5479566,-2.4563828,-0.3278657,0.2837118,-0.2845024,0.9500948,0.078793
57.5979983,-2.410605,-0.3146899,0.2767977,-0.2805628,0.953759,0.0765088
57.64804,-2.3645625,-0.3017801,0.2699577,-0.2767373,0.9573694,0.0742605
57.6980817,-2.3182602,-0.2891366,0.2631898,-0.2730243,0.9609246,0.0720481
57.7481234,-2.2717033,-0.2767597,0.2564921,-0.2694219,0.9644232,0.0698718
57.7981651,-2.2248968,-0.2646499,0.2498625,-0.2659283,0.9678638,0.0677316
57.8482068,-2.177846,-0.2528074,0.2432991,-0.2625417,0.971245,0.0656272
57.8982485,-2.1305559,-0.2412326,0.2368001,-0.2592604,0.9745656,0.0635585
57.9482902,-2.0830318,-0.2299258,0.2303635,-0.2560824,0.9778244,0.0615251
57.9983319,-2.0352789,-0.2188873,0.2239876,-0.2530062,0.9810201,0.0595267
58.0483736,-1.9873024,-0.2081174,0.2176704,-0.2500298,0.9841515,0.0575627
58.0984153,-1.9391076,-0.1976164,0.2114102,-0.2471517,0.9872175,0.0556326
58.148457,-1.8906998,-0.1873846,0.2052052,-0.2443701,0.990217,0.0537359
58.1984987,-1.8420844,-0.1774222,0.1990536,-0.2416833,0.993149,0.0518719
58.2485405,-1.7932666,-0.1677296,0.1929537,-0.2390897,0.9960123,0.0500399
58.2985822,-1.7442518,-0.158307,0.1869039,-0.2365877,0.9988059,0.0482393
58.3486239,-1.6950454,-0.1491546,0.1809024,-0.2341757,1.001529,0.0464691
58.3986656,-1.6456529,-0.1402728,0.1749475,-0.2318523,1.0041805,0.0447288
58.4487073,-1.5960795,-0.1316617,0.1690377,-0.2296158,1.0067595,0.0430173
58.498749,-1.5463309,-0.1233216,0.1631713,-0.227465,1.0092652,0.041334
58.5487907,-1.4964124,-0.1152528,0.1573467,-0.2253983,1.0116967,0.0396779
58.5988324,-1.4463295,-0.1074554,0.1515623,-0.2234144,1.0140533,0.0380481
58.6488741,-1.3960878,-0.0999296,0.1458165,-0.221512,1.016334,0.0364439
58.6989158,-1.3456927,-0.0926758,0.1401079,-0.2196898,1.0185382,0.0348642
58.7489575,-1.2951497,-0.0856939,0.1344349,-0.2179466,1.0206652,0.0333081
58.7989992,-1.2444646,-0.0789844,0.1287959,-0.2162812,1.0227142,0.0317748
58.8490409,-1.1936427,-0.0725473,0.1231896,-0.2146924,1.0246846,0.0302633
58.8990826,-1.1426897,-0.0663828,0.1176143,-0.2131793,1.0265757,0.0287727
58.9491243,-1.0916112,-0.0604911,0.1120688,-0.2117406,1.0283869,0.027302
58.999166,-1.0404127,-0.0548724,0.1065514,-0.2103755,1.0301178,0.0258503
59.0492077,-0.9891,-0.0495267,0.1010608,-0.209083,1.0317676,0.0244166
59.0992494,-0.9376787,-0.0444544,0.0955956,-0.2078622,1.0333359,0.0230001
59.1492911,-0.8861543,-0.0396554,0.0901543,-0.2067122,1.0348222,0.0215998
59.1993328,-0.8345327,-0.0351299,0.0847355,-0.2056322,1.0362261,0.0202147
59.2493745,-0.7828193,-0.0308781,0.079338,-0.2046215,1.0375471,0.0188439
59.2994162,-0.73102,-0.0269,0.0739602,-0.2036793,1.0387847,0.0174865
59.3494579,-0.6791403,-0.0231958,0.0686009,-0.2028049,1.0399386,0.0161415
59.3994996,-0.6271861,-0.0197656,0.0632586,-0.2019979,1.0410085,0.014808
59.4495413,-0.5751629,-0.0166095,0.0579321,-0.2012575,1.041994,0.013485
59.499583,-0.5230766,-0.0137275,0.05262,-0.2005832,1.0428948,0.0121717
59.5496247,-0.4709328,-0.0111198,0.0473209,-0.1999746,1.0437107,0.0108672
59.5996664,-0.4187373,-0.0087863,0.0420335,-0.1994313,1.0444413,0.0095704
59.6497081,-0.3664959,-0.0067273,0.0367566,-0.1989527,1.0450865,0.0082805
59.6997498,-0.3142141,-0.0049426,0.0314888,-0.1985387,1.0456461,0.0069965
59.7497915,-0.2618978,-0.0034325,0.0262288,-0.1981889,1.0461198,0.0057175
59.7998332,-0.2095528,-0.0021968,0.0209752,-0.197903,1.0465077,0.0044427
59.8498749,-0.1571847,-0.0012357,0.0157269,-0.1976809,1.0468094,0.0031711
59.8999166,-0.1047994,-0.0005492,0.0104824,-0.1975223,1.047025,0.0019017
59.9499583,-0.0524026,-0.0001373,0.0052406,-0.1974272,1.0471544,0.0006338
60,-0,0,0,-0.1973956,1.0471976,0
